Date,Nasdaq,DowJones,SP500
17-Jun-09,1828.680054,8721.44,946.21
18-Jun-09,1836.800049,8740.87,923.72
19-Jun-09,1825.920044,8675.28,911.97
22-Jun-09,1850.02002,8750.24,910.71
23-Jun-09,1849.420044,8763.13,918.37
24-Jun-09,1842.400024,8764.49,921.23
25-Jun-09,1860.130005,8763.06,893.04
26-Jun-09,1853.079956,8739.02,895.1
29-Jun-09,1862.369995,8770.92,900.94
30-Jun-09,1858.800049,8799.26,920.26
1-Jul-09,1816.380005,8612.13,918.9
2-Jul-09,1796.180054,8504.67,927.23
6-Jul-09,1808.060059,8497.18,919.32
7-Jul-09,1807.719971,8555.6,923.33
8-Jul-09,1827.469971,8539.73,896.42
9-Jul-09,1766.189941,8339.01,898.72
10-Jul-09,1764.920044,8322.91,881.03
13-Jul-09,1792.339966,8299.86,879.56
14-Jul-09,1829.540039,8472.4,882.68
15-Jul-09,1838.219971,8438.39,879.13
16-Jul-09,1844.060059,8529.38,901.05
17-Jul-09,1835.040039,8447,905.84
20-Jul-09,1845.719971,8504.06,932.68
21-Jul-09,1796.52002,8280.74,940.74
22-Jul-09,1787.400024,8324.87,940.38
23-Jul-09,1746.170044,8163.6,951.13
24-Jul-09,1747.170044,8178.41,954.58
27-Jul-09,1752.550049,8183.17,954.07
28-Jul-09,1756.030029,8146.52,976.29
29-Jul-09,1793.209961,8331.68,979.26
30-Jul-09,1799.72998,8359.49,982.18
31-Jul-09,1862.900024,8616.21,979.62
3-Aug-09,1885.030029,8711.82,975.15
4-Aug-09,1886.609985,8743.94,986.75
5-Aug-09,1909.290039,8848.15,987.48
6-Aug-09,1916.199951,8915.94,1002.63
7-Aug-09,1926.380005,8881.26,1005.65
10-Aug-09,1973.599976,9069.29,1002.72
11-Aug-09,1965.959961,9093.24,997.08
12-Aug-09,1967.890015,9108.51,1010.48
13-Aug-09,1975.51001,9096.72,1007.1
14-Aug-09,1967.76001,9070.72,994.35
17-Aug-09,1984.300049,9154.46,1005.81
18-Aug-09,1978.5,9171.61,1012.73
19-Aug-09,2008.609985,9286.56,1004.09
20-Aug-09,2011.310059,9320.19,979.73
21-Aug-09,1993.050049,9280.97,989.67
24-Aug-09,1973.160034,9256.26,996.46
25-Aug-09,2000.25,9370.07,1007.37
26-Aug-09,1992.23999,9337.95,1026.13
27-Aug-09,1969.72998,9241.45,1025.57
28-Aug-09,1998.719971,9361.61,1028
31-Aug-09,2009.349976,9398.19,1028.12
1-Sep-09,1985.52002,9321.4,1030.98
2-Sep-09,1930.839966,9135.34,1028.93
3-Sep-09,1955.920044,9217.94,1020.62
4-Sep-09,1969.23999,9279.16,998.04
8-Sep-09,1989.219971,9350.05,994.75
9-Sep-09,2020.900024,9505.96,1003.24
10-Sep-09,2017.97998,9509.28,1016.4
11-Sep-09,2024.22998,9539.29,1025.39
14-Sep-09,2024.430054,9543.52,1033.37
15-Sep-09,2027.72998,9580.63,1044.14
16-Sep-09,2028.77002,9544.2,1042.73
17-Sep-09,2009.060059,9496.28,1049.34
18-Sep-09,1968.890015,9310.6,1052.63
21-Sep-09,1967.069946,9280.67,1068.76
22-Sep-09,1983.199951,9344.61,1065.49
23-Sep-09,2018.780029,9441.27,1068.3
24-Sep-09,2037.77002,9497.34,1064.66
25-Sep-09,2060.389893,9547.22,1071.66
28-Sep-09,2084.02002,9627.48,1060.87
29-Sep-09,2080.899902,9605.41,1050.78
30-Sep-09,2091.780029,9626.8,1044.38
1-Oct-09,2102.639893,9683.41,1062.98
2-Oct-09,2133.149902,9791.71,1060.61
5-Oct-09,2126.75,9783.92,1057.08
6-Oct-09,2132.860107,9820.2,1029.85
7-Oct-09,2138.040039,9778.86,1025.21
8-Oct-09,2146.300049,9829.87,1040.46
9-Oct-09,2131.419922,9748.55,1054.72
13-Oct-09,2107.610107,9707.44,1057.58
14-Oct-09,2090.919922,9665.19,1065.48
15-Oct-09,2130.73999,9789.36,1071.49
16-Oct-09,2124.040039,9742.2,1076.19
19-Oct-09,2122.419922,9712.28,1073.19
20-Oct-09,2057.47998,9509.28,1092.02
21-Oct-09,2048.110107,9487.67,1096.56
22-Oct-09,2068.149902,9599.75,1087.68
23-Oct-09,2103.570068,9731.25,1097.91
26-Oct-09,2110.330078,9725.58,1091.06
27-Oct-09,2123.929932,9786.87,1081.4
28-Oct-09,2139.280029,9864.94,1092.91
29-Oct-09,2139.139893,9885.8,1079.6
30-Oct-09,2139.889893,9871.06,1066.95
2-Nov-09,2172.22998,10015.86,1063.41
3-Nov-09,2173.290039,10062.94,1042.63
4-Nov-09,2156.800049,9995.91,1066.11
5-Nov-09,2176.320068,10092.19,1036.19
6-Nov-09,2163.469971,10041.48,1042.88
9-Nov-09,2150.72998,9949.36,1045.41
10-Nov-09,2165.290039,10081.31,1046.5
12-Nov-09,2154.469971,9972.18,1066.63
13-Nov-09,2141.850098,9867.96,1069.3
16-Nov-09,2116.090088,9882.17,1093.08
17-Nov-09,2059.610107,9762.69,1093.01
18-Nov-09,2097.550049,9962.58,1098.51
19-Nov-09,2045.109985,9712.73,1087.24
20-Nov-09,2049.199951,9789.44,1093.48
23-Nov-09,2057.320068,9771.91,1109.3
24-Nov-09,2055.52002,9802.14,1110.32
25-Nov-09,2105.320068,10005.96,1109.8
27-Nov-09,2112.439941,10023.42,1094.9
30-Nov-09,2154.060059,10226.94,1091.38
1-Dec-09,2151.080078,10246.97,1106.24
2-Dec-09,2166.899902,10291.26,1105.65
3-Dec-09,2149.02002,10197.47,1110.63
4-Dec-09,2167.879883,10270.47,1091.49
7-Dec-09,2197.850098,10406.96,1095.63
8-Dec-09,2203.780029,10437.42,1108.86
9-Dec-09,2193.139893,10426.31,1109.24
10-Dec-09,2156.820068,10332.44,1099.92
11-Dec-09,2146.040039,10318.16,1105.98
14-Dec-09,2176.01001,10450.95,1103.25
15-Dec-09,2169.179932,10433.71,1091.94
16-Dec-09,2176.050049,10464.4,1095.95
17-Dec-09,2138.439941,10309.92,1102.35
18-Dec-09,2144.600098,10344.84,1106.41
21-Dec-09,2175.810059,10471.58,1114.11
22-Dec-09,2185.030029,10452.68,1107.93
23-Dec-09,2173.139893,10366.15,1109.18
24-Dec-09,2194.350098,10388.9,1096.08
28-Dec-09,2189.610107,10390.11,1102.47
29-Dec-09,2172.98999,10285.97,1114.05
30-Dec-09,2183.72998,10337.05,1118.02
31-Dec-09,2190.860107,10405.83,1120.59
